text,label,lemmatized_text
i still feel ashamed that i live in a world of people who dont know how,0,I still feel ashamed that I live in a world of people who do not know how
i don t want you to feel pressured into making love,4,I don t want you to feel pressured into make love
i feel like im actually supporting myself by making use of what i know and love,1,I feel like I m actually support myself by make use of what I know and love
i ask her what shed like to do and she just says she doesnt mind so i am always making suggestions and just feel like im having to try every day to keep her entertained,1,I ask she what shed like to do and she just say she do not mind so I be always make suggestion and just feel like I m have to try every day to keep she entertain
i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,4,I like feel suspicious and paranoid about everyone around I include my cat spend way too much time on self loathing thought sink into unwarranted and unnecessary depression and then feel supremely guilty for act like such a bitch
i honestly believe those darker days are the reason i push so hard to be someone of worth in my future i feel it is my duty to make up for all the time i lost,0,I honestly believe those dark day be the reason I push so hard to be someone of worth in my future I feel it be my duty to make up for all the time I lose
i still want to be a lady who likes ladies who does not feel inhibited to kiss another woman in public but i guess i will just have to disregard societal views that pertain to my sexual preferences and how i portray them,0,I still want to be a lady who like lady who do not feel inhibited to kiss another woman in public but I guess I will just have to disregard societal view that pertain to my sexual preference and how I portray they
i done something that i didn t feel inspired or challenged by,1,I do something that I didn t feel inspire or challenge by
i feel that everyone has the ability to be artistic in his or her own special way and find that the most attractive art is unleashed fromthe virgin artists,1,I feel that everyone have the ability to be artistic in his or her own special way and find that the most attractive art be unleash fromthe virgin artist
i think the energy in our jobs and in our writing should not always be spent on what we think will sell but rather on our pet projects we truly feel invigorated about,1,I think the energy in our job and in our writing should not always be spend on what we think will sell but rather on our pet project we truly feel invigorated about
im even starting to feel more sociable,1,I m even start to feel more sociable
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,4,I actually feel quite scared to get back to exercise because I feel like I ve lose so much strength and condition and put on so much weight
i find it hard to feel jolly when throngs of people around me are so lost in the fervor of getting stuff that they cant see their heart for the green in their wallet encouraged by the constant barrage and pressure from every angle to shop here and buy more,1,I find it hard to feel jolly when throng of people around I be so lose in the fervor of get stuff that they can not see their heart for the green in their wallet encourage by the constant barrage and pressure from every angle to shop here and buy more
i think he feels pretty cute in this,1,I think he feel pretty cute in this
i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player,4,I want to go and ask he about my batting but be feel hesitant about approach such a big player
i got a bit caught up in the moment and forgot that at the core of the rude comments and silly songs were the real feelings of a beloved and brilliant comic actor and a very sweet and big hearted young woman,1,I get a bit catch up in the moment and forget that at the core of the rude comment and silly song be the real feeling of a beloved and brilliant comic actor and a very sweet and big hearted young woman
ive been feeling a bit overwhelmed with the whole marathon idea lately,4,I ve be feel a bit overwhelmed with the whole marathon idea lately
i know i would feel weird about that and probably act strangely for a few days,5,I know I would feel weird about that and probably act strangely for a few day
i feel like an impostor in my work as i smile and talk about behavior contracts positive reinforcement cognitive reframing physical activity and other means for diminishing dissolving or deferring the pain of reality,1,I feel like an impostor in my work as I smile and talk about behavior contract positive reinforcement cognitive reframe physical activity and other mean for diminish dissolve or defer the pain of reality
i feel suspicious if there is no one outside like the rapture has happened or something,4,I feel suspicious if there be no one outside like the rapture have happen or something
i feel so deeply shocked and saddened,5,I feel so deeply shock and sadden
i did manage two short runs and a walk but today im back to feeling just shy of awful,4,I do manage two short run and a walk but today I m back to feel just shy of awful
im told by horsey people that they are a rare find so i feel quite lucky,1,I m tell by horsey people that they be a rare find so I feel quite lucky
i have not spent that much time with them but i just don t feel that comfortable there,1,I have not spend that much time with they but I just don t feel that comfortable there
i think i brag and it feels strange because i still see myself as a little fattie pre teen unworthy of any male attention,5,I think I brag and it feel strange because I still see myself as a little fattie pre teen unworthy of any male attention
i cant help but feel a little humiliated,0,I can not help but feel a little humiliated
i don t feel depressed for lack of a husband all the time,0,I don t feel depressed for lack of a husband all the time
i feel really lucky to be part of what looks like an active and friendly homeschooling group here in dubai,1,I feel really lucky to be part of what look like an active and friendly homeschooling group here in dubai
i kicked you in the throat and now i feel terrific,1,I kick you in the throat and now I feel terrific
im feeling much more positive about the impending move,1,I m feel much more positive about the impending move
i want her to still feel appreciative of things i do for her,1,I want she to still feel appreciative of thing I do for she
i am feeling mellow excited about it partly because i know annie will churn all kinds of emotions inside of me esp,1,I be feel mellow excited about it partly because I know annie will churn all kind of emotion inside of I esp
i want her to be able to trust me with everything i want her to feel like she is the most valuable thing on the face of the earth i want her to feel like there is nothing that i could ever even consider thinking about because of how amazing she is,1,I want she to be able to trust I with everything I want she to feel like she be the most valuable thing on the face of the earth I want she to feel like there be nothing that I could ever even consider think about because of how amazing she be
im glad i have a god with whom i can feel safe,1,I m glad I have a god with whom I can feel safe
i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,1,I double victory over brown struff we go back on sunday feel really optimistic and look forward to another day fill with more fedtastic tennis
i face turn red and feel shy emm no,4,I face turn red and feel shy emm no
i hoped to get from her this weekend in an attempt to not feel so utterly isolated inside ambleside with the curtains firmly closed on what was the warmest sunniest day of the year so far,0,I hope to get from she this weekend in an attempt to not feel so utterly isolate inside ambleside with the curtain firmly close on what be the warm sunny day of the year so far
i felt the sadness and remorse we are supposed to feel when we realize we have wronged someone corinthians,3,I feel the sadness and remorse we be suppose to feel when we realize we have wrong someone corinthian
i really feel that we are progressing towards a society that is more fearless incrementally throwing away seemingly rigid boundaries like paranoia over security of one s belongings a href http www,1,I really feel that we be progress towards a society that be more fearless incrementally throw away seemingly rigid boundary like paranoia over security of one s belonging a href http www
i feel so unimportant insignificant like im slipping through the gaps between his fingers and he doesnt care,0,I feel so unimportant insignificant like I m slip through the gap between his finger and he do not care
i am feeling a tad smug right now,1,I be feel a tad smug right now
i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,4,I think browser be more comfortable in my booth if all my attention be not focus on they and they don t feel pressured to make a purchase
i did develop unknown feelings for him i think thats the reason why i feel like ive been settling for all the other guys who liked me,2,I do develop unknown feeling for he I think that s the reason why I feel like I ve be settle for all the other guy who like I
i wasnt feeling that hot prior to vineman but with a little racin and a lot of self talk im now in a better spot mentally and physically,2,I be not feel that hot prior to vineman but with a little racin and a lot of self talk I m now in a well spot mentally and physically
i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there,4,I visit m ller in my country and go to the expensive make up stand the sale assistant be always stand right next to I and look at I like I m go to steal something so I feel really uncomfortable shopping there
i was eager to know why i was feeling unhappy and unsatisfied,0,I be eager to know why I be feel unhappy and unsatisfie
i feel crappy actually,0,I feel crappy actually
i feel so invigorated so focused about what im being led to pursue right now and in the future,1,I feel so invigorated so focused about what I m be lead to pursue right now and in the future
i feel i am shy and i am afraid of keeping my point of view,4,I feel I be shy and I be afraid of keep my point of view
i feel like i get a lot of questions in my list of search phrases that point people here and sometimes i m awfully disturbed at the things that somehow bring my blog up in a search engine,0,I feel like I get a lot of question in my list of search phrase that point people here and sometimes I m awfully disturb at the thing that somehow bring my blog up in a search engine
i couldn t help but feel sympathetic for netflix as an army of the misinformed denounced netflix for the recent price hike,2,I couldn t help but feel sympathetic for netflix as an army of the misinformed denounce netflix for the recent price hike
im not going to lie i feel a little insulted,3,I m not go to lie I feel a little insulted
i feel peaceful and unafraid certain that my god has my best interests at heart,1,I feel peaceful and unafraid certain that my god have my good interest at heart
i feel awful and have had chills on and off day and night,0,I feel awful and have have chill on and off day and night
i was feeling at the start didnt want to move much at all was really glad to experience this glimpse into the sort of vibrant energy i will gain through out the year,1,I be feel at the start do not want to move much at all be really glad to experience this glimpse into the sort of vibrant energy I will gain through out the year
i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,1,I feel virtuous for go to spin class then drive all the way to blackburn in the manual unsupervised and sucessfully handbrake starting
i feel like nothing can stop me and sometimes i feel like so defeated,0,I feel like nothing can stop I and sometimes I feel like so defeat
i email authors about interviews i feel a little intimidated,4,I email author about interview I feel a little intimidate
i believe people who use fulsome manners only for social reasons they aren t on the top of the scale of human evolution and i feel hurt by their fake behavior,0,I believe people who use fulsome manner only for social reason they aren t on the top of the scale of human evolution and I feel hurt by their fake behavior
im not necessarily sure what but something in the education system must change or students can feel anxiety and pressure with needing to be flawless with their vast knowledge of the world,1,I m not necessarily sure what but something in the education system must change or student can feel anxiety and pressure with need to be flawless with their vast knowledge of the world
i dont think my desire level is too much to bear but i feel unwelcome,0,I do not think my desire level be too much to bear but I feel unwelcome
i am feeling a lil bit gloomy,0,I be feel a lil bit gloomy
i find that i never stop feeling excited for our company s future,1,I find that I never stop feel excited for our company s future
i am grateful for every single thing i have maybe then ill start feeling dismayed when i don t have more,0,I be grateful for every single thing I have maybe then ill start feel dismayed when I don t have more
i feel so stupid to think they will trust me,0,I feel so stupid to think they will trust I
i feel awful everytime ac,0,I feel awful everytime ac
i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,4,I like the feeling of make some difference this time I be really reluctant to change at first however get use to it after a while
i feel like life was so flawless for so very long and now i am stressed out and wanting to cry half the time,1,I feel like life be so flawless for so very long and now I be stress out and want to cry half the time
i feel shafted or greedy,3,I feel shaft or greedy
i stop feeling so depressed and,0,I stop feel so depressed and
i feel so emotional reaching three finals in four years,0,I feel so emotional reach three final in four year
i wasnt feeling well yesterday and today has been randomly busy,1,I be not feel well yesterday and today have be randomly busy
i the ultimate place to restore the peace to feel divine to kneel for worship and to attain hapiness,1,I the ultimate place to restore the peace to feel divine to kneel for worship and to attain hapiness
im feeling really positive desp,1,I m feel really positive desp
i feel when i read your words and realize one more time just how very good of a writer you are the feeling of shared sympathies,1,I feel when I read your word and realize one more time just how very good of a writer you be the feeling of share sympathy
i feel pity for gatsby because the longing he feels for the past is so evident,2,I feel pity for gatsby because the longing he feel for the past be so evident
i met you i used to want to lock myself into a vault just to feel precious,1,I meet you I use to want to lock myself into a vault just to feel precious
i really hate that feeling when youre unsure about something,4,I really hate that feeling when you re unsure about something
i feel like those rich people all fall into the category of don t belong when i see them on the bus,1,I feel like those rich people all fall into the category of don t belong when I see they on the bus
i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful,1,I write which be what I consider my real profession even though by teach poetry to troubled and poor kid I feel I m do something useful
i feel honored to be witness to another s process,1,I feel honored to be witness to another s process
i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help,4,I have a horrible tragedy something that I be terribly ashamed of or something that be cause I great pain or that be make I feel vulnerable I have more than just one or two very trust people who I know I could call for help
i feel stupid and incapable and i dont know what i want to do and work is stupid and only for the next two weeks and i m questioning everything,0,I feel stupid and incapable and I do not know what I want to do and work be stupid and only for the next two week and I m question everything
i am writing this at a time when i have also had an upset with the only real parent i have had almost constantly in my life and when theres no brothers and sisters around either i am an only child it feels kinda lonely,0,I be write this at a time when I have also have an upset with the only real parent I have have almost constantly in my life and when there s no brother and sister around either I be an only child it feel kinda lonely
i feel like this concert was much more successful than the previous one,1,I feel like this concert be much more successful than the previous one
i was just feeling needy,0,I be just feel needy
i also feel so awful feeling this way,0,I also feel so awful feeling this way
i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,1,I always intend on achieve just so I could be with everyone else and feel like I be an intelligent productive and successful person
i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,0,I feel like I have be beat hard with a baseball bat under my arm which the doctor say be a very apt description
i feel overwhelmingly remorseful and guilty when i watch too much news or too many sad movies or television dramas,0,I feel overwhelmingly remorseful and guilty when I watch too much news or too many sad movie or television drama
i feel completely drained physically and mentally worn out,0,I feel completely drain physically and mentally wear out
i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes,1,I feel wonderful I m tip over backwards I m so ambitious I m look back I m run a race and you re the book I read so feel my finger as they touch you arm I m spin around and I feel alright the book I read be in your eye
im feeling so broke right now but i loved every minute of it,0,I m feel so broke right now but I love every minute of it
i want to say that i feel vulnerable writing and sharing this info,4,I want to say that I feel vulnerable writing and share this info
i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult,3,I be use it to vent out ugly feeling and be vicious and nasty rather then deal with they like an adult
i always thought that if i contracted something from one of those people and passed it on to him that i d feel awful but after i got the sti test i thought i was basically in the clear,0,I always think that if I contract something from one of those people and pass it on to he that I d feel awful but after I get the sti test I think I be basically in the clear
i didnt feel that there were enough strong smart and funny female main characters in fiction and since thats what i imagine myself to be i started writing,1,I do not feel that there be enough strong smart and funny female main character in fiction and since that s what I imagine myself to be I start write
i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings,4,I would just go to the straight point rather than do a defination of such as what be romance feeling or anger feel or suspicious feeling
i wasnt feeling casual much,1,I be not feel casual much
i feel slightly emotional watching it,0,I feel slightly emotional watch it
i feel like i ve regained another vital part of my life which is living,1,I feel like I ve regain another vital part of my life which be live
i went up to the teacher and said im gonna step outside for a second im really not feeling too well,1,I go up to the teacher and say I m go to step outside for a second I m really not feel too well
i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,4,I pray that each of you who be hurt or feel afraid tonight find peace and soon
i could feel myself getting that shaky feeling,4,I could feel myself get that shaky feeling
i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,0,I feel more crucify heartbroken torture and forsake than I have ever before feel but not at the hand of my enemy at the hand of those I love
i feel like he was more important to me than i thought he was,1,I feel like he be more important to I than I think he be
i believe its possible to be joyful and full of thanks while feeling overwhelmed and exhausted by life,5,I believe its possible to be joyful and full of thank while feel overwhelmed and exhausted by life
i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at,1,I want people to feel brave and I want society to accept we as disabled people amongst we who deserve dignity and respect not to be shun and laugh at
im feeling awfully spiteful right now,3,I m feel awfully spiteful right now
i feel more of a sense of longing than of loss,2,I feel more of a sense of longing than of loss
i guess you cant see how wed feel a bit unwelcome,0,I guess you can not see how we d feel a bit unwelcome
i stay up and feel foolish,0,I stay up and feel foolish
i think people born in the s and s hold the key to opening many doors for us we just need to make them feel treasured enough to share it,2,I think people bear in the s and s hold the key to open many door for we we just need to make they feel treasured enough to share it
i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,3,I would like to reduce the amount of jealousy I feel god command we not to be jealous and I feel that every jew religious or not should obey that prohibition
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,4,I feel so highly intimidate that I get fluster and can not form my word not even in english with she
i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,4,I feel reluctant talk about myself and my current situation to you as I don t know how you ll feel but I guess its important you know all about I and the situation I be in so that we ll know if we can go far
i learned in the foundry of my own childhood that humor made a perfect shield for keeping people at bay for helping me conceal my true feelings for lending the appearance of truth to all the lies i would tell about how happy i was and for providing me with the wherewithal to get through each day,1,I learn in the foundry of my own childhood that humor make a perfect shield for keep people at bay for help I conceal my true feeling for lend the appearance of truth to all the lie I would tell about how happy I be and for provide I with the wherewithal to get through each day
id never do but i woke feeling stressed,0,I d never do but I wake feel stress
i feel i need to put my beloved uggs to one side and get back on the ballet pump bandwagon,2,I feel I need to put my beloved ugg to one side and get back on the ballet pump bandwagon
i feel terrible about the lady driver though,0,I feel terrible about the lady driver though
i had a pretty trying adolescence and any time im put into a situation where im made to feel inadequate it makes me revert right back into the shy awkward teenager with low self esteem that i was in high school,0,I have a pretty try adolescence and any time I m put into a situation where I m make to feel inadequate it make I revert right back into the shy awkward teenager with low self esteem that I be in high school
i am being told i should feel satisfied because i am in good standing with the powers that be,1,I be be tell I should feel satisfied because I be in good standing with the power that be
i actually just feel really eager,1,I actually just feel really eager
im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,0,I m sit here in the belmont library listen to hold on tight by electric light orchestra feel a bit of discontent
i feel really bless to have a very supportive family who appreciate everything that i do,2,I feel really bless to have a very supportive family who appreciate everything that I do
i feel so welcomed,1,I feel so welcome
i shut the door but i didn t feel triumphant,1,I shut the door but I didn t feel triumphant
i was feeling pretty wiped out mentally amp physically i was determined to get some oxygen to my brain,1,I be feel pretty wipe out mentally amp physically I be determined to get some oxygen to my brain
i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,1,I say in some recent interview we will have two guest on the next alc album and today I feel glad to reveal the first one
my roommate was rude to me,3,my roommate be rude to I
i feel so weird not saying goodnight to mike,5,I feel so weird not say goodnight to mike
i feel lighter and more compassionate after i have these little talks with myself,2,I feel light and more compassionate after I have these little talk with myself
i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,3,I be impressed with how dunham portray hannahs whole experience from try to deny that its happen to feel offended when you feel like someone be try to minimise the distress its cause you
i watched his face contort in sadness i began to feel regretful of my actions,0,I watch his face contort in sadness I begin to feel regretful of my action
i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,0,I have be stumble into quote after quote urge I because I really do feel they be mean for I to do away with my hate day job and dedicate my effort to what matter most
i prayed to trust god with my desire to feel a divine sense of home,1,I pray to trust god with my desire to feel a divine sense of home
i found is that feeling worthless is a waste of time,0,I find be that feel worthless be a waste of time
i feel totally carefree with them around,1,I feel totally carefree with they around
i will not go into details from that long night but i woke up for our am bus feeling like i could barely stand and not trusting the pit in my stomach,1,I will not go into detail from that long night but I wake up for our am bus feeling like I could barely stand and not trust the pit in my stomach
i feel so incredibly graceful and sexy in this pose i have to say,1,I feel so incredibly graceful and sexy in this pose I have to say
i feel unimportant but even if i am in some way its still not my place to be making any decisions or voicing my opinions and its certainly not my place to be sharing my feelings,0,I feel unimportant but even if I be in some way its still not my place to be make any decision or voice my opinion and its certainly not my place to be share my feeling
i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,3,I be learn to step back and call it out to not be too proud to admit that yes I be feel annoyed and yes I should tell you why
i want to avoid feeling disliked,0,I want to avoid feel disliked
i feel pretty lame typing that but my upper body is so weak,0,I feel pretty lame type that but my upper body be so weak
i feel very needy,0,I feel very needy
i feel and i think that should be respected,1,I feel and I think that should be respect
i was feeling a little like a cold was coming on,3,I be feel a little like a cold be come on
i just wanna say that the last three months i feel so happy about my blog,1,I just wanna say that the last three month I feel so happy about my blog
i left feeling defeated like nothing had been accomplished the day a complete waste of time amp energy,0,I leave feel defeat like nothing have be accomplish the day a complete waste of time amp energy
i had ritz crackers in my desk drawer because theyre something ill eat even when i feel crappy and or dont feel like eating,0,I have ritz cracker in my desk drawer because they re something ill eat even when I feel crappy and or do not feel like eat
i feel that tenure protects a lot of teachers that r innocent,1,I feel that tenure protect a lot of teacher that r innocent
i always feel i always understand that the people who are being the most hateful and harmful towards me are hurting themselves and taught wrongly and i hurt for them because i want to go back and undo the pain and childhood bigotry that binds their lives into this path,3,I always feel I always understand that the people who be be the most hateful and harmful towards I be hurt themselves and teach wrongly and I hurt for they because I want to go back and undo the pain and childhood bigotry that bind their life into this path
i did wake up this morning feeling more like myself so after days of sloth i was keen to get geared up and head to higher altitudes,1,I do wake up this morning feel more like myself so after day of sloth I be keen to get gear up and head to high altitude
i feel like the character precious,1,I feel like the character precious
i feel in love with the weight watchers program and was faithful to count my points,2,I feel in love with the weight watcher program and be faithful to count my point
i feel like one of those girls in school that i hated because their outfits were perfect everyday because they went shopping once a week,0,I feel like one of those girl in school that I hate because their outfit be perfect everyday because they go shop once a week
i fought i could feel myself trusting this man who was so patient and had a cool confidence more and more,1,I fight I could feel myself trust this man who be so patient and have a cool confidence more and more
i feel like my very essence is no more and work has drained my soul hopefully soon i will find my escape from work into a better path as i seem to be stuck only the cliquey get to move on and i do not want to roll like that,0,I feel like my very essence be no more and work have drain my soul hopefully soon I will find my escape from work into a well path as I seem to be stick only the cliquey get to move on and I do not want to roll like that
i feel surprised because i didnt expect it,5,I feel surprised because I do not expect it
i feel tortured by something,3,I feel torture by something
i feel suffocated yet charmed my brain pauses logic,1,I feel suffocated yet charm my brain pause logic
i was feeling groggy and super tired during most of the fall we ended up staying home for thanksgiving instead of making the hour trip to see jimmys family,0,I be feel groggy and super tired during most of the fall we end up stay home for thanksgive instead of make the hour trip to see jimmys family
i had coped for barely twenty four hours before i was feeling wrung out and distraught,4,I have cope for barely twenty four hour before I be feel wring out and distraught
i feel that the father wants to tell you that he is pleased with you,1,I feel that the father want to tell you that he be pleased with you
i uploaded and put the link to in my previous post is only good for six more days or until i feel gracious enough to upload it again,1,I upload and put the link to in my previous post be only good for six more day or until I feel gracious enough to upload it again
im pretty sure it had to do with the fact that im dealing with hyperemesis not enough sleep and feeling irritable,3,I m pretty sure it have to do with the fact that I m deal with hyperemesis not enough sleep and feel irritable
i wanted to feel assured,1,I want to feel assured
i feel like copying the handsome boy say yay so fun,1,I feel like copy the handsome boy say yay so fun
i am sorry that you feel i deserve to be blamed for the friends i pick all of which are better then some of the friends i could be hanging out with getting high and drunk while underage,0,I be sorry that you feel I deserve to be blame for the friend I pick all of which be well then some of the friend I could be hang out with get high and drunk while underage
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,3,I feel that it be dangerous to portray angel as walk the earth and intermarry with human
i am feeling a bit nostalgic so decided to take a tour through my memory lane,2,I be feel a bit nostalgic so decide to take a tour through my memory lane
i feel excited about something that is soley for me here is the video about it,1,I feel excited about something that be soley for I here be the video about it
i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood,0,I feel like I m a doom gladiator in a stadium construct of cardboard and copy of romeo and juliet and the outsider be scream for my blood
i think she just rolled out i guess she s over it already i m kinda feeling that but no one has performed yet and word on the street is there is supposed to be a surprised performance by lil wayne nikki minaj and drake that would be dope,5,I think she just roll out I guess she s over it already I m kinda feel that but no one have perform yet and word on the street be there be suppose to be a surprised performance by lil wayne nikki minaj and drake that would be dope
i feel a tender compassion glancing at her huge and heavy rucksack,2,I feel a tender compassion glance at her huge and heavy rucksack
i feel romantic and passionate toward my partner,2,I feel romantic and passionate toward my partner
i hated the day job and after a few months of feeling like i was being cosmically punished for doing a good deed i was getting ready to quit when i met the woman that would become my wife,0,I hate the day job and after a few month of feeling like I be be cosmically punish for do a good deed I be get ready to quit when I meet the woman that would become my wife
i feel ashamed that i again let it come that far,0,I feel ashamed that I again let it come that far
i feel a little ashamed that i had such low expectations in the first place,0,I feel a little ashamed that I have such low expectation in the first place
i started feeling very gentle contractions about minutes apart,2,I start feel very gentle contraction about minute apart
i feel like im being a terrible person and that hes going to hate me for thinking these things,0,I feel like I m be a terrible person and that he s go to hate I for think these thing
i feel like a post might be devoted to dealing with emotions caused by situations vs,2,I feel like a post might be devoted to deal with emotion cause by situation vs
i flung into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far i m feeling pretty splendid about things,1,I fling into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far I m feel pretty splendid about thing
i need to listen to a song where i can be angry and feel accepted at the same time,1,I need to listen to a song where I can be angry and feel accept at the same time
i find myself seeking and yearning for love and acceptance from people that can not provide it and then being disappointed when i am alone and feeling unloved and unworthy,0,I find myself seek and yearn for love and acceptance from people that can not provide it and then be disappoint when I be alone and feel unloved and unworthy
i feel accepted and appreciated by my teammates and peers,2,I feel accept and appreciate by my teammate and peer
i know that feeling for sure,1,I know that feeling for sure
i was left feeling bothered by it for a long time afterwards,3,I be leave feel bother by it for a long time afterwards
i feel like hopeless helpless worthless scum,0,I feel like hopeless helpless worthless scum
i feel so blessed to have both lisa and god as friends in this life,1,I feel so blessed to have both lisa and god as friend in this life
i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better,3,I stop feel bitter and sorry for myself and lose myself in the work my work start get well or rather continue to get well
i am still feeling a little remorseful that we didnt just break down and buy it,0,I be still feel a little remorseful that we do not just break down and buy it
i feel more and more stressed,3,I feel more and more stressed
i do not feel like i am intelligent enough to be a teacher,1,I do not feel like I be intelligent enough to be a teacher
i feel naughty just being this girls friend,2,I feel naughty just be this girl friend
i would stay in charge thereby helping z to feel safe yet at the same time be nurturing and loving,1,I would stay in charge thereby help z to feel safe yet at the same time be nurture and love
i fully enjoy music when i feel afraid using headphones,4,I fully enjoy music when I feel afraid use headphone
i feel so cranky right now,3,I feel so cranky right now
i feel all festive sitting down with my address book and list christmas songs in the background and writing a personal message in each one congratulations on your exam results,1,I feel all festive sitting down with my address book and list christmas song in the background and write a personal message in each one congratulation on your exam result
ive had so much more energy no more slugging around feeling lethargic after massive takeaways and choccy binges and my skin started to clear up instantly,0,I ve have so much more energy no more slug around feel lethargic after massive takeaway and choccy binge and my skin start to clear up instantly
i feel pretty insecure about my current relationship,4,I feel pretty insecure about my current relationship
i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,0,I enjoy hear the faith story of other believer sometimes these story leave I feel inadequate and guilty
i feel like ending my life like some song from damaged or something,0,I feel like end my life like some song from damaged or something
i feel totally rejected,0,I feel totally reject
i say no i feel guilty begins by giving you the reasons for and benefits of being assertive without being aggressive,0,I say no I feel guilty begin by give you the reason for and benefit of be assertive without be aggressive
i feel more jaded,0,I feel more jade
i feel a little strange chasing after them since im so disappointed in the brand as a whole,4,I feel a little strange chasing after they since I m so disappointed in the brand as a whole
i didn t feel too hot from the swim,2,I didn t feel too hot from the swim
i was to her in fact so i m taking that as she feels regretful for what she has done,0,I be to she in fact so I m take that as she feel regretful for what she have do
i feel embarrassed by it,0,I feel embarrassed by it
i perceive you feel the dint of pity these are gracious drops,1,I perceive you feel the dint of pity these be gracious drop
i always feel slightly worthless almost self condemning like i should be doing more amounting more saving the world one day at a time a preacher on a podium a counselor for teen single struggling mom s a writer a motivational speaker a super mom to my baby boy,0,I always feel slightly worthless almost self condemn like I should be do more amounting more save the world one day at a time a preacher on a podium a counselor for teen single struggle mom s a writer a motivational speaker a super mom to my baby boy
i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,2,I choose to live my life as a normal person who have feeling want and desire I have talk up for myself be faithful to myself and I have be determine to be treat with dignity and respect
i feel this violence is petty and impractical,3,I feel this violence be petty and impractical
im feeling a bit more sociable now although i dont think ill be able to express everything i want to say,1,I m feel a bit more sociable now although I do not think ill be able to express everything I want to say
i try not to laugh because sometimes it hurts vellas feelings but some of the things he does are so funny,5,I try not to laugh because sometimes it hurt vella feeling but some of the thing he do be so funny
i love tall guys they make me feel so little and innocent however innocent was the last thing that i was that night,1,I love tall guy they make I feel so little and innocent however innocent be the last thing that I be that night
i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,4,I feel strongly about or a line that I want to draw in the sand so to speak I shouldn t be afraid especially at this point to bring up how I feel about what my conclusion should entail etc
i feel civilly disturbed class delicious title share this on del,0,I feel civilly disturb class delicious title share this on del
i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,4,I still feel its a little shaky at time and can move into the slightly odd jade hair in particular seem prone to this but generally it work well with spencer write
i feel is a dumb plot idea,0,I feel be a dumb plot idea
im doing things that make me feel brave and strong i have a a href http derfwadmanor,1,I m do thing that make I feel brave and strong I have a a href http derfwadmanor
i just feel cold and drained all the time im either hungry or tired or cold at the moment and it sort of sucks,3,I just feel cold and drain all the time I m either hungry or tired or cold at the moment and it sort of suck
i have to leave my hair alone now if im feeling impatient,3,I have to leave my hair alone now if I m feel impatient
